,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
43,109年01月08日 12時59分00秒,嘉義縣朴子市永和里台82線橋下便道與161縣道路口,死亡1;受傷0,自用-大貨車;普通重型-機車,120.22936100000001,23.453212,109a143
44,109年01月08日 14時30分00秒,嘉義縣竹崎鄉和平村台3線與166線路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.54381200000002,23.508812,109a144
45,109年01月08日 19時23分00秒,臺中市霧峰區本堂里中正路760號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.69811299999999,24.059870999999998,109a145
46,109年01月08日 22時43分00秒,高雄市楠梓區藍田路 / 高雄市楠梓區大學二十三街,死亡1;受傷1,自用-小客車;腳踏自行車-慢車,120.28142700000001,22.72764,109a146
47,109年01月09日 06時09分00秒,彰化縣芬園鄉竹林村彰南路4段 / 彰化縣芬園鄉竹林村太平路,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.62678600000001,24.019339000000002,109a147
48,109年01月09日 08時23分00秒,彰化縣溪湖鎮西溪里員鹿路2段 / 彰化縣溪湖鎮西溪里忠工路,死亡1;受傷0,營業用-半聯結車;行人-人,120.48401399999999,23.957160000000002,109a148
49,109年01月09日 08時32分00秒,彰化縣溪州鄉大庄村新生巷前0.0公尺,死亡1;受傷5,自用-小客車;租賃車-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.56537,23.829803,109a149
50,109年01月09日 19時55分46秒,臺南市東區崇興路上(近崇聖路二段),死亡1;受傷0,普通重型-機車;行人-人,120.22059499999999,22.968235,109a150
51,109年01月09日 21時53分00秒,彰化縣北斗鎮大新里民生路7號前0.0公尺前,死亡1;受傷1,普通重型-機車;乘客-人,120.559021,23.850713,109a151
52,109年01月10日 08時37分00秒,桃園市桃園區萬壽路3段與山鶯路口附近(M109010521)武陵所,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,121.32236699999999,24.991878,109a152
53,109年01月10日 10時44分00秒,高雄市旗山區旗屏二路 / 高雄市旗山區高92鄉道,死亡1;受傷0,普通重型-機車;自用-小客車,120.5033,22.84519,109a153
54,109年01月10日 11時05分00秒,嘉義縣水上鄉寬士村24鄰崎子頭167號前,死亡1;受傷1,普通重型-機車;普通重型-機車,120.43073500000001,23.451141,109a154
55,109年01月10日 11時39分00秒,屏東縣長治鄉中興路578號長治國中前,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.544243,22.693538,109a155
56,109年01月10日 12時03分00秒,屏東縣萬巒鄉新置村新榮路20號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.621794,22.539572,109a156
57,109年01月10日 15時23分00秒,臺南市七股區台17線 159公里100.0公尺處南側,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.132672,23.128795999999998,109a157
58,109年01月10日 16時30分00秒,臺南市新營區太北里太子路北側 / 臺南市新營區太東街口,死亡1;受傷1,普通重型-機車;租賃車-小客車;乘客-人,120.27916100000002,23.294707,109a158
59,109年01月10日 19時32分30秒,金門縣金城鎮浯江北堤路42號前,死亡1;受傷0,行人-人;計程車-小客車,118.319678,24.429625,109a159
60,109年01月10日 20時43分00秒,高雄市岡山區本洲路401號前0.0公尺前,死亡1;受傷0,計程車-小客車;腳踏自行車-慢車,120.25581799999999,22.808156,109a160
61,109年01月11日 00時37分00秒,屏東縣新園鄉港崗路78號,死亡1;受傷1,普通重型-機車;乘客-人,120.45201599999999,22.521075,109a161
62,109年01月11日 01時36分00秒,新北市鶯歌區堤外道路前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,121.342726,24.961497,109a162
63,109年01月11日 07時08分00秒,臺中市西區公館里三民西路53號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,120.66648300000001,24.131118,109a163
64,109年01月11日 10時04分00秒,桃園市新屋區高鐵南路口 / 桃園市新屋區梅高路口,死亡1;受傷1,自用-小客車;普通重型-機車;普通重型-機車;乘客-人,121.13918999999999,24.950626999999997,109a164
65,109年01月11日 10時25分00秒,屏東縣九如鄉昌榮路慈玄宮前,死亡1;受傷0,電動自行車-慢車;自用-小貨車(含客、貨兩用),120.49960300000001,22.762802,109a165
66,109年01月11日 19時21分00秒,嘉義縣東石鄉掌潭村台61線266公里500公尺處南向車道。,死亡1;受傷0,營業用-全聯結車;自用-小客車;自用-小客車;自用-小客車,120.16191299999998,23.420872,109a166
67,109年01月11日 20時51分00秒,新北市土城區金城路3段228號前0.0公尺,死亡1;受傷1,普通重型-機車;營業用-大貨車;乘客-人;乘客-人,121.472857,24.990357,109a167
68,109年01月12日 19時32分00秒,雲林縣莿桐鄉義和村三和74之5號旁產業道路,死亡1;受傷0,普通重型-機車,120.48783799999998,23.777501,109a168
69,109年01月13日 00時15分17秒,宜蘭縣礁溪鄉中山路2段133號前0.0公尺附近,死亡1;受傷0,自用-小客車;行人-人,121.773219,24.826558,109a169
70,109年01月13日 10時24分00秒,嘉義縣鹿草鄉光潭村下潭362之1號北側10公尺處路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.28928799999998,23.378629999999998,109a170
71,109年01月13日 11時40分00秒,彰化縣溪州鄉尾厝村溪下路4段332號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,120.50793999999999,23.847865,109a171
72,109年01月13日 13時44分00秒,嘉義縣番路鄉觸口村台18線31公里400公尺處,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),120.580725,23.446848000000003,109a172
73,109年01月13日 17時05分00秒,臺中市北屯區舊社里旱溪西路三段前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.70945900000001,24.174149,109a173
74,109年01月13日 17時47分13秒,雲林縣二崙鄉復興村台19線與南昌路口,死亡1;受傷0,普通重型-機車;自用-大貨車,120.36246100000001,23.77391,109a174
75,109年01月13日 18時10分37秒,桃園市中壢區中正路2段43號前0.0公尺北側,死亡1;受傷0,營業用-小貨車(含客、貨兩用);普通重型-機車,121.197179,24.974831,109a175
76,109年01月13日 23時00分00秒,新北市新店區中正路前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.53342099999999,24.992131,109a176
77,109年01月13日 23時15分00秒,新北市土城區擺接堡路前0.0公尺,死亡1;受傷0,普通重型-機車,121.426018,24.968611,109a177
78,109年01月14日 02時20分03秒,南投縣信義鄉台16線 29公里西側向路肩,死亡1;受傷1,自用-小客車;乘客-人,120.93978999999999,23.792635999999998,109a178
79,109年01月14日 06時48分00秒,桃園市龜山區東萬壽路18.5K處,死亡1;受傷0,普通重型-機車,121.370182,25.009348000000003,109a179
80,109年01月14日 07時17分00秒,屏東縣里港鄉舊鐵道路、屏15線,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型2(250-550C.C.)-機車,120.50263000000001,22.773861,109a180
81,109年01月14日 13時10分00秒,屏東縣滿州鄉縣200線 12公里西側,死亡1;受傷0,普通重型-機車,120.82641000000001,22.066582,109a181
82,109年01月14日 14時50分00秒,臺南市安定區嘉同里市道178線六塊寮18-6號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-大貨車;自用-大貨車;自用-大貨車;乘客-人,120.22161799999999,23.081927,109a182
83,109年01月14日 17時53分50秒,臺南市新市區環西路一段近南科南路口。,死亡1;受傷0,自用-小客車;自用-小客車,120.28198200000001,23.090604000000003,109a183
84,109年01月14日 18時01分39秒,新竹縣關西鎮大德街190號前,死亡1;受傷2,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,121.18323400000001,24.787641,109a184
85,109年01月15日 00時15分00秒,高雄市路竹區中山南路 / 高雄市路竹區民主路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.26746399999999,22.822910999999998,109a185
86,109年01月15日 00時48分00秒,高雄市橋頭區芋寮路317號前0.0公尺,死亡1;受傷0,普通重型-機車,120.282028,22.761395,109a186
87,109年01月15日 07時11分00秒,雲林縣崙背鄉羅厝村156縣道東興40-1號,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.36845100000001,23.756926999999997,109a187
88,109年01月15日 09時05分00秒,臺南市安定區海寮里區道南132線海寮124-1號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.2101,23.096681,109a188
89,109年01月15日 15時30分00秒,臺南市南區明興路前0.0公尺西側,死亡1;受傷0,普通重型-機車,120.186132,22.955838,109a189
90,109年01月15日 16時35分59秒,臺南市仁德區仁義里中山路口 / 臺南市仁德區仁義里中山路口,死亡1;受傷0,普通重型-機車,120.268873,22.969587,109a190
91,109年01月15日 18時45分00秒,南投縣名間鄉庄仔巷5-3號前,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.69596200000001,23.836941,109a191
92,109年01月16日 06時45分00秒,臺南市仁德區太子里太子路附近 / 臺南市仁德區太子里土庫路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.260442,22.991141,109a192
93,109年01月16日 09時48分00秒,桃園市大園區三石里7鄰63-8號前產業道路,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,121.24269699999999,25.071579,109a193
94,109年01月16日 14時15分12秒,臺南市永康區永中街81號附近,死亡1;受傷0,營業用-大貨車;行人-人,120.258123,23.025031,109a194
95,109年01月16日 17時39分00秒,桃園市新屋區望間里望間路357巷路燈桿(0409279)旁,死亡1;受傷0,普通重型-機車,121.06066799999999,24.938223,109a195
96,109年01月16日 18時38分00秒,新北市鶯歌區堤外道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.34274599999999,24.961503,109a196
97,109年01月16日 19時21分00秒,臺中市西屯區惠來里惠來路前0.0公尺,死亡1;受傷0,計程車-小客車;行人-人,120.644295,24.166462,109a197
98,109年01月16日 20時57分00秒,彰化縣芬園鄉縣庄村彰南路2段 / 彰化縣芬園鄉縣庄村縣芬路,死亡1;受傷0,農耕用車(或機械)-其他車,120.634478,23.992982,109a198
99,109年01月16日 21時26分36秒,桃園市觀音區大觀路2段139號前0.0公尺北側,死亡1;受傷0,行人-人;自用-小客車,121.14190500000001,25.04649,109a199
100,109年01月16日 23時36分00秒,屏東縣屏東市中正路西側 / 屏東縣屏東市公裕街北側,死亡1;受傷1,自用-大貨車;行人-人;普通重型-機車;普通重型-機車,120.498534,22.688914999999998,109a1100
101,109年01月17日 00時39分00秒,雲林縣虎尾鎮墾地里墾地3-27號前,死亡1;受傷0,自用-小客車,120.40424499999999,23.726492,109a1101
102,109年01月17日 06時15分00秒,雲林縣莿桐鄉六合村東興路64號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.568867,23.767712,109a1102
103,109年01月17日 08時38分00秒,雲林縣虎尾鎮林森路2段口 / 雲林縣虎尾鎮吉安街口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.423694,23.699277,109a1103
104,109年01月17日 09時00分00秒,臺北市中正區水源路1-9號前0.0公尺,死亡1;受傷0,普通重型-機車,121.527472,25.013182999999998,109a1104
105,109年01月17日 11時45分00秒,新北市深坑區北深路1段 / 新北市深坑區深南路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.622037,25.004816,109a1105
106,109年01月17日 12時10分00秒,新北市土城區復興街 / 新北市土城區勝利街,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.42853000000001,24.969319,109a1106
107,109年01月17日 15時31分00秒,臺中市豐原區南陽里南陽路59巷25-6號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.73097,24.23753,109a1107
108,109年01月17日 17時00分08秒,南投縣草屯鎮新豐里中正路與中正路1178巷口,死亡1;受傷1,行人-人;普通重型-機車,120.688073,23.991751,109a1108
109,109年01月17日 20時53分00秒,雲林縣虎尾鎮埒內里葉厝15電桿旁路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.447399,23.731014000000002,109a1109
110,109年01月17日 22時00分00秒,臺南市柳營區士林里仁愛路071號路燈旁,死亡1;受傷0,自用-小客車,120.30306999999999,23.280175,109a1110
111,109年01月18日 08時08分07秒,臺南市學甲區新達里華宗路448號前,死亡1;受傷0,營業用-大貨車;行人-人,120.182708,23.234414,109a1111
112,109年01月18日 11時38分00秒,彰化縣伸港鄉全興村中興路3段308號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.49318000000001,24.170913,109a1112
113,109年01月18日 15時34分00秒,高雄市大樹區三和路三和橋處號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.43311299999999,22.723888,109a1113
114,109年01月18日 16時45分42秒,臺南市善化區國道3號 347公里100.0公尺處南側向中線,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,120.33418400000001,23.137403,109a1114
115,109年01月18日 17時00分00秒,新北市三重區仁華街 / 新北市三重區仁華街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車,121.484853,25.082932999999997,109a1115
116,109年01月18日 19時31分00秒,嘉義市西區湖內里民生南路933附1號前0.0公尺,死亡1;受傷1,電動自行車-慢車;普通重型-機車,120.435069,23.454729999999998,109a1116
117,109年01月18日 21時14分42秒,宜蘭縣三星鄉上將路五段口 / 宜蘭縣三星鄉廣富路口,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.675614,24.676789000000003,109a1117
118,109年01月19日 09時23分54秒,屏東縣南州鄉萬華路段,死亡1;受傷0,普通重型-機車,120.50478799999999,22.462323,109a1118
119,109年01月19日 09時56分00秒,新北市蘆洲區永樂街 / 新北市蘆洲區環堤大道路,死亡1;受傷0,自用-小客車;自用-小客車;行人-人,121.45653999999999,25.09052,109a1119
120,109年01月19日 18時40分00秒,高雄市大樹區三和路三和橋處號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.4334,22.723760000000002,109a1120
121,109年01月19日 19時03分16秒,苗栗縣大湖鄉苗62線2.4公里處西向,死亡1;受傷1,大型重型1(550C.C.以上)-機車;乘客-人,120.892927,24.443518,109a1121
122,109年01月19日 23時58分26秒,臺南市東區裕農路口 / 臺南市東區裕農三街口,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.23938899999999,22.988985,109a1122
123,109年01月20日 07時55分00秒,嘉義縣中埔鄉同仁村同仁32-1號(台3線292公里300公尺處),死亡1;受傷0,普通重型-機車;自用-小客車,120.51151000000002,23.403914,109a1123
124,109年01月20日 11時07分05秒,新北市鶯歌區國道3號 52公里900.0公尺處南側向外側,死亡1;受傷1,營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小客車;租賃車-小客車;乘客-人;乘客-人,121.334524,24.938709,109a1124
125,109年01月20日 16時50分06秒,宜蘭縣南澳鄉金岳橋南端與宜55線路口,死亡1;受傷0,普通重型-機車,121.77951100000001,24.467098,109a1125
126,109年01月21日 00時14分00秒,金門縣金沙鎮陽沙路3144燈桿路段,死亡1;受傷0,自用-小客車,118.43154299999999,24.480513000000002,109a1126
127,109年01月21日 01時35分00秒,新北市林口區臺61線道路前0.0公尺,死亡1;受傷1,營業用-曳引車;營業用-曳引車,121.36776599999999,25.135696,109a1127
128,109年01月21日 02時26分46秒,新竹縣新豐鄉松柏林路坑子口105-20號前0.0公尺,死亡1;受傷0,普通重型-機車,120.979068,24.882118,109a1128
129,109年01月21日 06時25分18秒,新竹市北區中央路口 / 新竹市北區中正路口,死亡1;受傷0,公營客運-大客車;行人-人,120.96915200000001,24.805851999999998,109a1129
130,109年01月21日 06時45分00秒,高雄市三民區九如三路 / 高雄市三民區中峰街,死亡2;受傷0,自用-小客車;乘客-人,120.28918200000001,22.642825,109a1130
131,109年01月21日 15時10分07秒,臺南市歸仁區武東里台39慢車道往南陸橋與歸仁二路,死亡1;受傷2,普通重型-機車;乘客-人;乘客-人,120.28263500000001,22.931673999999997,109a1131
132,109年01月21日 19時05分50秒,新竹縣關西鎮國道3號 76公里500.0公尺處北側向輔助,死亡1;受傷0,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車,121.195227,24.800152,109a1132
133,109年01月22日 05時27分46秒,臺南市永康區永康里中山路南側 / 臺南市永康區永康里中山南路東側,死亡1;受傷0,行人-人;自用-小客車,120.257309,23.025988,109a1133
134,109年01月22日 09時00分00秒,臺南市學甲區三慶里南13線紅茄高幹46號電線桿旁路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.19976499999999,23.277166,109a1134
135,109年01月22日 11時52分00秒,桃園市觀音區大觀路1段口 / 桃園市觀音區大觀路1段,死亡1;受傷0,普通重型-機車;租賃車-小客車;自用-小客車,121.154752,25.053188000000002,109a1135
136,109年01月22日 14時25分00秒,雲林縣四湖鄉溪尾村產業道路(侯天宮往東100公尺處),死亡1;受傷0,普通重型-機車,120.193402,23.657818,109a1136
137,109年01月22日 19時48分50秒,臺東縣太麻里鄉台9線 385公里800.0公尺處北側向外側,死亡1;受傷0,普通重型-機車;自用-大貨車,121.010849,22.622029,109a1137
138,109年01月22日 20時47分00秒,屏東縣萬巒鄉萬金村營區路一巷往馬仕部落路段,死亡1;受傷0,普通重型-機車,120.621545,22.610854999999997,109a1138
139,109年01月23日 07時25分00秒,臺南市安平區世平路東側 / 臺南市安平區世平一街南側,死亡1;受傷2,普通重型-機車;民營公車-大客車;乘客-人,120.150653,22.995120999999997,109a1139
140,109年01月23日 07時40分09秒,屏東縣瑪家鄉三和一路中14路,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.637879,22.690358,109a1140
141,109年01月23日 12時07分46秒,花蓮縣瑞穗鄉中山路2段附近 / 花蓮縣瑞穗鄉瑞達路1段附近,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.392149,23.49353,109a1141
142,109年01月23日 13時13分31秒,雲林縣二崙鄉楊賢村路燈054號旁水溝,死亡1;受傷0,普通重型-機車,120.40338,23.817935000000002,109a1142
143,109年01月23日 15時54分00秒,臺中市霧峰區北勢里北岸路246號前0.0公尺,死亡1;受傷0,普通重型-機車,120.65415,24.038673,109a1143
144,109年01月23日 18時32分51秒,臺南市官田區二鎮里二鎮4之6號前,死亡1;受傷0,自用-小客車;行人-人,120.32799399999999,23.213424,109a1144
145,109年01月23日 21時46分00秒,臺中市北屯區廍子里廍子路321號前0.0公尺,死亡1;受傷0,普通重型-機車,120.733205,24.169225,109a1145
146,109年01月24日 04時23分00秒,高雄市苓雅區三多四路 / 高雄市苓雅區自強三路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.30028899999999,22.612522,109a1146
147,109年01月24日 10時00分00秒,臺東縣蘭嶼鄉東80 8公里500.0公尺處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.559025,22.079766,109a1147
148,109年01月24日 18時54分00秒,臺南市永康區中山北路701號附近(永康高幹100號),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.27556499999999,23.030466,109a1148
149,109年01月24日 20時06分00秒,高雄市大寮區鳳屏二路高屏大橋號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車;租賃車-小客車,120.3957,22.63511,109a1149
150,109年01月24日 20時42分00秒,新竹市北區湳雅街口 / 新竹市北區金竹路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.97539099999999,24.821754000000002,109a1150
151,109年01月24日 23時40分00秒,屏東縣恆春鎮南灣路段,死亡1;受傷0,普通重型-機車,120.762249,21.959357999999998,109a1151
152,109年01月25日 05時22分12秒,屏東縣屏東市台1線 392公里100.0公尺處向外側,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小客車,120.44021200000002,22.648391,109a1152
153,109年01月25日 10時52分00秒,高雄市左營區左營大路2-59號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,120.30152,22.62716,109a1153
