,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
154,109年01月25日 12時40分00秒,嘉義縣中埔鄉中崙村台3線300公里800公尺處附近,死亡1;受傷0,普通重型-機車;自用-小客車,120.56306000000001,23.373005,109a1154
155,109年01月25日 13時35分00秒,高雄市旗山區旗甲路3段旗林179電桿號前0.0公尺前,死亡1;受傷1,普通重型-機車;乘客-人,120.5028,22.93095,109a1155
156,109年01月25日 13時45分00秒,臺南市安定區安定里安定54-9號,死亡1;受傷0,普通重型-機車;自用-小客車,120.238215,23.120267000000002,109a1156
157,109年01月25日 14時40分00秒,屏東縣南州鄉七塊路4號,死亡1;受傷0,普通重型-機車,120.503473,22.478369,109a1157
158,109年01月26日 02時06分00秒,桃園市龍潭區聖亭路260號前0.0公尺,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.204226,24.870953,109a1158
159,109年01月26日 11時09分00秒,雲林縣虎尾鎮大屯路15-19號,死亡1;受傷1,自用-小客車;自用-小客車;乘客-人,120.396674,23.704715,109a1159
160,109年01月26日 15時35分00秒,花蓮縣吉安鄉南濱路1段口 / 花蓮縣吉安鄉海岸路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.59173,23.927031,109a1160
161,109年01月26日 20時29分15秒,南投縣草屯鎮敦和里成功路口 / 南投縣草屯鎮敦和路,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人,120.680989,23.980695,109a1161
162,109年01月26日 21時43分00秒,彰化縣埔鹽鄉太平村成功路 / 彰化縣埔鹽鄉太平村番金路,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.5445,24.0775,109a1162
163,109年01月27日 03時23分00秒,臺中市北屯區大坑里東山路二段158號前0.0公尺,死亡1;受傷0,普通重型-機車,120.76928500000001,24.197675,109a1163
164,109年01月27日 22時03分39秒,桃園市中壢區中原路東側 / 桃園市中壢區博愛三路,死亡1;受傷1,行人-人;普通重型-機車;自用-小客車,121.21871399999999,24.954447000000002,109a1164
165,109年01月27日 23時42分00秒,嘉義市西區福民里新民路 / 嘉義市西區福民里重慶路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.440306,23.465787,109a1165
166,109年01月28日 02時47分00秒,臺中市西屯區福林里西屯路三段前0.0公尺,死亡1;受傷1,普通重型-機車;行人-人;普通重型-機車;普通重型-機車;普通重型-機車,120.616904,24.188609,109a1166
167,109年01月28日 16時08分00秒,嘉義縣番路鄉觸口村觸口57號前(台18線33公里800公尺處),死亡1;受傷1,自用-小客車;行人-人;自用-小貨車(含客、貨兩用),120.603066,23.438966,109a1167
168,109年01月28日 19時55分00秒,臺中市豐原區東湳里國豐路二段前0.0公尺,死亡1;受傷6,自用-小客車;自用-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,120.706375,24.246761,109a1168
169,109年01月29日 10時22分00秒,臺南市永康區中正路299號,死亡1;受傷0,營業用-全聯結車;腳踏自行車-慢車,120.24516000000001,23.034032999999997,109a1169
170,109年01月29日 15時00分00秒,高雄市大樹區中正路 / 高雄市大樹區長春路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.42882900000001,22.682463000000002,109a1170
171,109年01月29日 19時30分00秒,彰化縣伸港鄉海尾村中興路2段383號前0.0公尺前,死亡1;受傷0,行人-人;自用-小客車,120.487826,24.164344,109a1171
172,109年01月29日 22時45分00秒,臺北市大安區和平東路2段 / 臺北市大安區建國南路2段,死亡1;受傷0,自用-小客車;普通重型-機車,121.537907,25.025667000000002,109a1172
173,109年01月29日 23時35分00秒,桃園市平鎮區育達路口 / 桃園市平鎮區忠孝路口,死亡1;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;乘客-人,121.212125,24.951494,109a1173
174,109年01月30日 09時17分42秒,臺南市關廟區五甲里南雄路1段589號前0.0公尺,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.332388,22.947098,109a1174
175,109年01月30日 09時51分00秒,新竹縣竹北市西濱路二段與西濱路二段318巷口,死亡1;受傷0,自用-小客車;普通重型-機車,120.954434,24.877907999999998,109a1175
176,109年01月30日 17時07分00秒,高雄市三民區建工路 / 高雄市三民區建中路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.316172,22.647867,109a1176
177,109年01月30日 20時03分00秒,臺北市萬華區環河南路2段 / 臺北市萬華區環河南路2段,死亡1;受傷0,行人-人;自用-小客車,121.494983,25.036182999999998,109a1177
178,109年01月30日 21時16分00秒,高雄市大樹區統嶺路208號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.449403,22.771831,109a1178
179,109年01月30日 21時23分00秒,屏東縣高樹鄉長美路1號,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車,120.60655200000001,22.842287,109a1179
180,109年01月31日 09時20分02秒,嘉義縣阿里山鄉樂野村1鄰樂野8號附6前,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.703546,23.472128,109a1180
181,109年01月31日 09時28分20秒,桃園市平鎮區廣興路159號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.284624,24.934476,109a1181
182,109年01月31日 10時48分00秒,臺東縣長濱鄉台11線 84公里500.0公尺處南側,死亡1;受傷0,普通重型-機車;自用-小客車,121.460936,23.326655,109a1182
183,109年01月31日 11時04分00秒,高雄市鳳山區過埤路 / 高雄市鳳山區過埤路,死亡1;受傷0,自用-大貨車;普通重型-機車;自用-小客車,120.365555,22.589883,109a1183
184,109年01月31日 18時11分00秒,桃園市龜山區振興路1169號前S109010780大埔所,死亡1;受傷0,普通重型-機車;行人-人,121.374971,25.029664,109a1184
185,109年01月31日 18時21分00秒,嘉義縣朴子市竹圍里大同路298號西側,死亡1;受傷0,行人-人;自用-小客車,120.23893000000001,23.461494000000002,109a1185
186,109年01月31日 23時30分00秒,臺中市霧峰區坑口里中正路前0.0公尺,死亡1;受傷0,普通重型-機車,120.69491699999999,24.052294,109a1186
187,109年02月02日 04時10分00秒,高雄市新興區六合一路 / 高雄市新興區林森一路,死亡1;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人,120.305,22.632479999999997,109a1187
188,109年02月02日 20時39分00秒,高雄市燕巢區深中路3-20號前0.0公尺,死亡1;受傷0,普通重型-機車,120.4166,22.78099,109a1188
189,109年02月03日 09時30分00秒,桃園市桃園區大興西路三段口 / 桃園市桃園區正光路口,死亡1;受傷0,自用-小客車;大型重型2(250-550C.C.)-機車,121.290784,25.005376000000002,109a1189
190,109年02月03日 09時57分00秒,彰化縣鹿港鎮東石里鹿工路前0.0公尺,死亡1;受傷2,營業用-曳引車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;自用-大貨車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車,120.416775,24.077235,109a1190
191,109年02月03日 11時56分08秒,苗栗縣造橋鄉平仁路37號附近,死亡1;受傷0,自用-小客車;自用-小客車;行人-人;普通重型-機車;普通重型-機車,120.86622,24.640729999999998,109a1191
192,109年02月03日 13時09分00秒,新竹市香山區中華路四段496號,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.934367,24.790406,109a1192
193,109年02月03日 14時40分00秒,新竹縣寶山鄉新湖路五段220巷附近,死亡1;受傷1,普通重型-機車;乘客-人,120.969854,24.728684,109a1193
194,109年02月03日 16時52分00秒,高雄市鳥松區本館路42號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.343007,22.65044,109a1194
195,109年02月03日 21時03分00秒,新北市五股區凌雲路3段42-2號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.42995900000001,25.117929999999998,109a1195
196,109年02月03日 21時22分00秒,新北市三重區重新堤外道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.44324099999999,25.024787,109a1196
197,109年02月04日 03時00分00秒,新北市板橋區大觀路2段156巷81號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;普通重型-機車;自用-小客車,121.44113200000001,25.000711,109a1197
198,109年02月04日 03時39分11秒,桃園市中壢區大圳路1段766號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.20850800000001,24.984253,109a1198
199,109年02月04日 08時19分00秒,桃園市大溪區石園路與落羽松路口,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車,121.25703700000001,24.868543,109a1199
200,109年02月04日 12時06分00秒,彰化縣田尾鄉新生村福生巷 / 彰化縣田尾鄉新生村延平路,死亡1;受傷0,自用-小客車;普通重型-機車,120.548323,23.89076,109a1200
201,109年02月04日 15時35分00秒,高雄市小港區高鳳路 / 高雄市小港區松興路,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.37123500000001,22.574926,109a1201
202,109年02月04日 20時05分01秒,南投縣名間鄉國道3號 239公里200.0公尺處南側向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-大貨車;自用-小客車,120.70180400000001,23.856057999999997,109a1202
203,109年02月05日 06時48分00秒,新北市淡水區中正東路2段153號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.45952700000001,25.145854,109a1203
204,109年02月05日 07時30分00秒,臺中市北屯區仁和里松竹路三段610號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車;自用-小客車,120.67408400000001,24.189546,109a1204
205,109年02月05日 14時43分00秒,新北市林口區中湖路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;營業用-大貨車,121.384077,25.100406,109a1205
206,109年02月05日 18時30分00秒,高雄市鼓山區九如四路 / 高雄市鼓山區金川街,死亡1;受傷0,自用-小客車;行人-人,120.2791,22.64994,109a1206
207,109年02月06日 04時45分00秒,臺中市霧峰區本堂里福新路35巷168號前0.0公尺,死亡1;受傷0,普通重型-機車,120.693243,24.050776000000003,109a1207
208,109年02月06日 07時18分00秒,高雄市大寮區光華路 / 高雄市大寮區華西路,死亡1;受傷0,自用-小客車;普通重型-機車,120.422738,22.582813,109a1208
209,109年02月06日 11時30分00秒,苗栗縣大湖鄉苗130線0.2K,死亡1;受傷0,普通重型-機車,120.81221699999999,24.38724,109a1209
210,109年02月06日 13時15分00秒,屏東縣潮州鎮榮田路225巷7-1號前,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.530841,22.552879,109a1210
211,109年02月06日 20時39分00秒,臺中市大雅區二和里雅潭路四段646號前0.0公尺,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,120.65411999999999,24.221181,109a1211
212,109年02月07日 02時01分00秒,新北市新莊區環漢路2段前0.0公尺,死亡1;受傷0,普通重型-機車,121.46321200000001,25.039614,109a1212
213,109年02月07日 03時14分24秒,桃園市龍潭區福龍路3段2巷前0.0公尺口,死亡1;受傷0,普通重型-機車,121.21928999999999,24.879958,109a1213
214,109年02月07日 04時58分00秒,桃園市龜山區長壽路130號(S109020141-龜山派出所),死亡1;受傷0,行人-人;自用-大貨車,121.342456,25.001473,109a1214
215,109年02月07日 06時13分00秒,臺南市安南區公學路6段490巷前0.0公尺口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用);自用-小客車,120.14739099999998,23.078375,109a1215
216,109年02月07日 06時25分00秒,臺南市南區大成路東側 / 臺南市南區國民路東側,死亡1;受傷0,普通重型-機車,120.204118,22.975179999999998,109a1216
217,109年02月07日 07時49分00秒,彰化縣彰化市三村里三村路468號前0.0公尺,死亡1;受傷0,普通重型-機車,120.59353899999999,24.095809,109a1217
218,109年02月07日 07時53分00秒,桃園市蘆竹區台61線南下橋墩PA18號附近V109020143,死亡1;受傷0,普通重型-機車,121.265152,25.118334,109a1218
219,109年02月07日 09時27分00秒,彰化縣埔鹽鄉三省村好金路 / 彰化縣埔鹽鄉三省村好金路,死亡1;受傷1,自用-小客車;自用-小貨車(含客、貨兩用),120.447865,23.967903,109a1219
220,109年02月07日 10時10分00秒,高雄市六龜區台27線 2公里100.0公尺處北側向其他,死亡1;受傷2,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人,120.667477,23.056742,109a1220
221,109年02月07日 10時13分00秒,臺中市西屯區龍潭里環中路三段１１１８號前0.0公尺,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小客車,120.67208500000001,24.201262,109a1221
222,109年02月07日 11時46分13秒,臺南市官田區社子里區道南119線73之1號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.362877,23.175872000000002,109a1222
223,109年02月07日 13時11分55秒,南投縣竹山鎮桶頭里鯉南路-149乙線3.5K前,死亡1;受傷1,租賃車-小客車;乘客-人,120.655432,23.616165,109a1223
224,109年02月07日 14時47分00秒,臺中市神岡區豐洲里豐洲路299號前0.0公尺,死亡1;受傷1,普通輕型-機車;普通重型-機車,120.707499,24.260261,109a1224
225,109年02月07日 14時50分00秒,臺東縣海端鄉台20線 162公里300.0公尺處附近,死亡1;受傷0,自用-大貨車,121.04916200000001,23.158272,109a1225
226,109年02月07日 15時50分00秒,宜蘭縣壯圍鄉中央路3段口 / 宜蘭縣壯圍鄉中央路3段口,死亡1;受傷1,自用-小客車;普通重型-機車,121.790365,24.760453,109a1226
227,109年02月07日 19時16分00秒,臺東縣長濱鄉寧埔村八桑安路42-1號前0.0公尺東側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.418021,23.253572,109a1227
228,109年02月07日 23時47分00秒,彰化縣伸港鄉什股村建國路前0.0公尺,死亡1;受傷0,普通重型-機車,120.4733,24.15059,109a1228
229,109年02月08日 02時00分00秒,臺中市大里區健民里健東路前0.0公尺,死亡1;受傷0,普通重型-機車,120.719306,24.082765,109a1229
230,109年02月08日 07時26分00秒,高雄市左營區軍校路553號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.3063,22.67525,109a1230
231,109年02月08日 08時05分00秒,桃園市龜山區東萬壽路16.9k處S109020170迴龍所,死亡1;受傷1,普通重型-機車;乘客-人,121.38748899999999,25.008862,109a1231
232,109年02月09日 04時34分00秒,嘉義縣新港鄉板頭村嘉74線道1.85公里附近,死亡1;受傷0,自用-小客車,120.33067,23.570381,109a1232
233,109年02月09日 05時05分00秒,彰化縣鹿港鎮草中里頂草路4段415號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,120.45743600000002,24.108489000000002,109a1233
234,109年02月09日 05時06分00秒,桃園市龜山區幸福路山福分線2號電桿(S109020196-大林派出所),死亡1;受傷0,普通重型-機車,121.33201899999999,24.988436,109a1234
235,109年02月09日 05時25分00秒,臺東縣成功鎮台11線 114公里800.0公尺處南側向交流道,死亡1;受傷0,普通重型-機車,121.363891,23.097829,109a1235
236,109年02月09日 13時05分00秒,高雄市前鎮區中華五路 / 高雄市前鎮區正勤路,死亡1;受傷1,普通重型-機車;行人-人,120.30612099999999,22.602985,109a1236
237,109年02月09日 21時03分00秒,桃園市八德區興豐路口 / 桃園市八德區後庄街口,死亡1;受傷0,電動自行車-慢車;自用-小客車,121.32431100000001,24.952343,109a1237
238,109年02月10日 01時20分00秒,臺北市大同區延平北路3段 / 臺北市大同區民權西路,死亡1;受傷1,普通重型-機車;普通重型-機車,121.511145,25.063,109a1238
239,109年02月10日 03時00分57秒,新北市汐止區國道1號 13公里100.0公尺處南側向內側,死亡1;受傷0,計程車-小客車,121.66853300000001,25.081816,109a1239
240,109年02月10日 07時46分00秒,臺中市太平區太平里永豐路268之2號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-大貨車,120.705886,24.116982999999998,109a1240
241,109年02月10日 13時00分00秒,高雄市大寮區濃公路 / 高雄市大寮區濃三街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.413114,22.574253,109a1241
242,109年02月10日 13時55分00秒,高雄市杉林區桐竹路86號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.5327,22.95206,109a1242
243,109年02月10日 15時52分00秒,新北市土城區中央路3段 / 新北市土城區永寧路,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.43051399999999,24.964814999999998,109a1243
244,109年02月10日 16時27分00秒,臺中市霧峰區吉峰里峰堤路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.71388600000002,24.07999,109a1244
245,109年02月10日 19時41分00秒,屏東縣萬丹鄉崙頂村萬順路二段(台88線P117橋墩旁),死亡1;受傷0,普通重型-機車,120.46379499999999,22.586757000000002,109a1245
246,109年02月11日 04時13分00秒,臺中市大肚區王田里沙田路一段364號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;自用-小貨車(含客、貨兩用),120.568376,24.121843,109a1246
247,109年02月11日 07時33分00秒,高雄市小港區沿海三路友成巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.37336,22.536138,109a1247
248,109年02月11日 11時31分00秒,嘉義市東區新開里市宅街21巷25弄27號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.460348,23.472735,109a1248
249,109年02月11日 15時46分00秒,桃園市龜山區頂湖路123號前0.0公尺,死亡1;受傷0,普通重型-機車,121.365025,25.027631,109a1249
250,109年02月11日 16時40分00秒,桃園市觀音區大同一路19號前0.0公尺,死亡1;受傷0,普通輕型-機車,121.13028999999999,25.047907000000002,109a1250
251,109年02月11日 19時39分00秒,桃園市新屋區東興路2段780號前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.04965,25.004336,109a1251
252,109年02月12日 00時40分33秒,臺南市永康區中正南路口 / 臺南市永康區小北路,死亡1;受傷2,普通重型-機車;計程車-小客車;乘客-人,120.216256,23.022085999999998,109a1252
253,109年02月12日 06時47分00秒,新北市汐止區大同路1段 / 新北市汐止區樟樹一路,死亡1;受傷0,普通重型-機車;自用-小客車,121.641586,25.062414,109a1253
254,109年02月12日 09時00分00秒,高雄市仁武區中正路 / 高雄市仁武區水管路3段,死亡1;受傷0,自用-曳引車;普通重型-機車,120.353623,22.705133,109a1254
255,109年02月12日 14時59分00秒,高雄市燕巢區安北路安招26電桿號前0.0公尺,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.350645,22.791981,109a1255
256,109年02月13日 07時03分00秒,臺南市安南區安吉路2段北側 / 臺南市安南區本原街2段,死亡1;受傷0,普通重型-機車;自用-小客車,120.19088300000001,23.058191,109a1256
257,109年02月13日 07時10分00秒,屏東縣萬丹鄉萬安村和平西路7號附近,死亡1;受傷0,普通重型-機車;自用-曳引車;普通重型-機車,120.489331,22.58792,109a1257
258,109年02月13日 08時53分00秒,嘉義縣新港鄉月潭村媽祖大道與166線道口,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,120.355944,23.523263,109a1258
259,109年02月13日 12時17分00秒,臺中市后里區眉山里甲后路二段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.684991,24.315208,109a1259
260,109年02月13日 21時56分00秒,高雄市鳳山區鳳頂路 / 高雄市鳳山區過埤路,死亡1;受傷4,營業用-曳引車;消防車-特種車;乘客-人;乘客-人;乘客-人;乘客-人,120.358787,22.590467,109a1260
261,109年02月14日 04時11分00秒,臺北市信義區忠孝東路5段297號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.57320800000001,25.040983999999998,109a1261
262,109年02月14日 10時29分32秒,桃園市中壢區忠義里中華路二段189巷口附近,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.239519,24.965301,109a1262
263,109年02月14日 15時10分00秒,桃園市大溪區介壽路896號前0.0公尺,死亡1;受傷2,普通重型-機車;自用-小貨車(含客、貨兩用);電動輔助自行車-慢車;自用-小客車;乘客-人,121.28383799999999,24.90032,109a1263
264,109年02月14日 16時05分00秒,高雄市楠梓區清平街17號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.338609,22.735928,109a1264
265,109年02月14日 18時02分00秒,彰化縣田尾鄉睦宜村斗中路92-1號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,120.550226,23.870618,109a1265
266,109年02月14日 18時55分00秒,彰化縣永靖鄉福興村福竹巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.51557700000001,23.929528,109a1266
267,109年02月15日 04時39分00秒,臺中市南屯區三義里黎明路二段前0.0公尺,死亡1;受傷4,計程車-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人,120.6341,24.1582,109a1267
268,109年02月15日 09時40分00秒,新竹縣橫山鄉台3線 71公里800.0公尺處南側向內側,死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車,121.12548500000001,24.725067000000003,109a1268
269,109年02月15日 14時37分00秒,高雄市美濃區成功路 / 高雄市美濃區成功路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.5538,22.88563,109a1269
270,109年02月15日 16時35分00秒,臺中市龍井區忠和里向上路九段前0.0公尺,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.51092299999999,24.229581,109a1270
271,109年02月15日 19時57分00秒,高雄市大寮區華中南路 / 高雄市大寮區無名路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.42861299999998,22.566091,109a1271
272,109年02月16日 02時56分00秒,臺中市大肚區社腳里沙田路一段710巷前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.556751,24.128175,109a1272
273,109年02月16日 08時04分31秒,臺南市安定區海寮里省道臺19線前0.0公尺,死亡1;受傷0,普通重型-機車,120.20504299999999,23.108097,109a1273
274,109年02月17日 03時27分00秒,高雄市岡山區岡山北路186號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.2776,22.81389,109a1274
275,109年02月17日 06時05分00秒,臺中市東區干城里公園東路前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.68756699999999,24.141523,109a1275
276,109年02月17日 08時24分00秒,嘉義市西區西平里永春二街 / 嘉義市西區西平里高鐵大道,死亡1;受傷0,普通重型-機車;自用-小客車,120.42623700000001,23.478666,109a1276
277,109年02月17日 15時28分00秒,彰化縣竹塘鄉民靖村竹林路2段237號前0.0公尺前,死亡1;受傷0,自用-大貨車;普通重型-機車;自用-小客車,120.405571,23.884739,109a1277
278,109年02月17日 17時30分34秒,新竹縣新豐鄉中崙村5鄰198-3號旁,死亡1;受傷1,普通重型-機車;自用-小客車,121.00978300000001,24.897133,109a1278
279,109年02月17日 17時45分00秒,臺中市神岡區新庄里和睦路一段888號前0.0公尺,死亡1;受傷0,自用-小客車,120.641658,24.286763,109a1279
280,109年02月17日 18時34分45秒,花蓮縣新城鄉台9線 174公里700.0公尺處北側向外側,死亡1;受傷0,電動自行車-慢車;自用-小客車,121.622419,24.107646,109a1280
281,109年02月17日 19時55分00秒,新北市三峽區麻園路35之11號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.36338300000001,24.91885,109a1281
282,109年02月18日 03時48分00秒,臺東縣太麻里鄉台9線 377公里400.0公尺處南側向外側,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.045901,22.688899,109a1282
283,109年02月18日 10時37分00秒,花蓮縣玉里鎮源城里客城55號往南約50公尺處交岔路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.311729,23.313432000000002,109a1283
284,109年02月18日 14時50分47秒,花蓮縣瑞穗鄉台9線 261公里500.0公尺處南側向機車優先道,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.353384,23.455916000000002,109a1284
285,109年02月18日 23時05分00秒,桃園市楊梅區民富路2段附近 / 桃園市楊梅區民富路2段附近,死亡2;受傷0,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.10749799999999,24.926314,109a1285
286,109年02月18日 23時45分00秒,屏東縣屏東市廣勝路北側 / 屏東縣屏東市古松巷,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.481392,22.689629,109a1286
287,109年02月19日 16時15分29秒,臺南市下營區仁里里環營南路2段口 / 臺南市下營區仁里街,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.258159,23.224577,109a1287
288,109年02月19日 20時20分00秒,高雄市岡山區嘉峰路2號前0.0公尺,死亡1;受傷1,自用-小客車;行人-人;乘客-人,120.30976899999999,22.825539000000003,109a1288
289,109年02月20日 02時52分00秒,臺中市烏日區湖日里公園路新盛巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.61863999999998,24.103373,109a1289
290,109年02月20日 03時12分00秒,屏東縣屏東市忠孝路前0.0公尺,死亡1;受傷0,普通重型-機車,120.49316499999999,22.706139,109a1290
291,109年02月20日 04時44分00秒,宜蘭縣宜蘭市中山路5段口 / 宜蘭縣宜蘭市環市東路3段口,死亡1;受傷0,自用-小客車;普通重型-機車,121.75914499999999,24.778216,109a1291
292,109年02月20日 04時48分34秒,臺南市歸仁區六甲里凱旋路3段551號前0.0公尺,死亡1;受傷0,普通重型-機車,120.27026200000002,22.948743,109a1292
293,109年02月20日 08時30分00秒,屏東縣枋山鄉台1線452.7k北上車道(枋山大橋北端),死亡1;受傷0,普通重型-機車;自用-小客車,120.65359299999999,22.257372,109a1293
294,109年02月20日 12時20分00秒,宜蘭縣頭城鎮三和路540號前0.0公尺附近,死亡1;受傷2,普通重型-機車;普通重型-機車;大型重型2(250-550C.C.)-機車,121.802695,24.832248,109a1294
295,109年02月20日 14時30分00秒,臺中市清水區高北里西濱快速道路前0.0公尺,死亡1;受傷0,自用-大貨車;大型重型2(250-550C.C.)-機車,120.542428,24.290763000000002,109a1295
296,109年02月20日 17時25分00秒,雲林縣大埤鄉大埤路398號,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.452875,23.656760000000002,109a1296
297,109年02月21日 06時15分00秒,新北市新莊區中正路前0.0公尺,死亡1;受傷0,普通重型-機車,121.452619,25.036297,109a1297
298,109年02月21日 07時15分00秒,臺北市南港區忠孝東路6段84號前0.0公尺,死亡1;受傷0,普通重型-機車,121.58410400000001,25.047024,109a1298
299,109年02月21日 15時05分00秒,臺東縣東河鄉台11線 148公里300.0公尺處南側,死亡1;受傷0,普通重型-機車,121.201632,22.861125,109a1299
300,109年02月21日 20時27分00秒,高雄市三民區九如二路 / 高雄市三民區山東街,死亡1;受傷1,普通重型-機車;普通重型-機車,120.3114,22.64077,109a1300
301,109年02月21日 21時00分00秒,基隆市仁愛區港西街火車站北站,死亡1;受傷0,行人-人;民營客運-大客車,121.73829599999999,25.131707000000002,109a1301
302,109年02月21日 22時33分00秒,桃園市龜山區振興路396號前0.0公尺,死亡1;受傷0,普通重型-機車,121.35651999999999,25.010873,109a1302
303,109年02月22日 02時32分16秒,高雄市田寮區國道3號 371公里100.0公尺處北側向中線,死亡1;受傷4,自用-小客車;自用-小客車;其他人-人;營業用-大貨車;自用-小客車;乘客-人;乘客-人,120.43732,22.795617,109a1303
304,109年02月22日 02時56分00秒,屏東縣內埔鄉大新村大新路462號前,死亡1;受傷0,普通重型-機車,120.58615,22.669025,109a1304
305,109年02月22日 04時36分00秒,臺中市東區進化路前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.694425,24.148235,109a1305
306,109年02月22日 11時30分00秒,嘉義市西區育英里國華街 / 嘉義市西區育英里永安街,死亡1;受傷1,行人-人;普通重型-機車,120.449423,23.470789,109a1306
307,109年02月22日 15時26分25秒,桃園市蘆竹區海山路1段235號前0.0公尺,死亡1;受傷0,行人-人;營業用-曳引車,121.26474499999999,25.095038,109a1307
