,發生時間,發生地點,死亡受傷人數,車種,經度,緯度,data_id
438,108年03月22日 14時01分00秒,桃園市平鎮區平東路二段5號之3,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,121.23066899999999,24.912039,108a1438
439,108年03月22日 15時30分58秒,雲林縣莿桐鄉大美路與河堤北路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.516043,23.735879,108a1439
440,108年03月22日 18時40分00秒,南投縣草屯鎮國道6號 10公里300.0公尺處東側向外側,死亡2;受傷0,自用-小客車;自用-大貨車;其他人-人;其他人-人,120.72813899999998,24.005675,108a1440
441,108年03月22日 20時40分37秒,桃園市大溪區信義路285號前0.0公尺附近,死亡1;受傷0,自用-小客車,121.297227,24.888241,108a1441
442,108年03月23日 22時59分00秒,彰化縣溪州鄉西畔村西斗路620號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.53432,23.844379999999997,108a1442
443,108年03月24日 03時50分20秒,高雄市仁武區國道1號 360公里878.0公尺處南側向中外,死亡1;受傷4,自用-小客車;自用-小貨車(含客、貨兩用);營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);計程車-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人,120.32892700000001,22.706269,108a1443
444,108年03月24日 06時57分00秒,新北市新莊區臺65線道路前0.0公尺,死亡1;受傷0,自用-小客車,121.43110800000001,25.014673000000002,108a1444
445,108年03月24日 07時10分00秒,新竹縣湖口鄉台1線 58公里800.0公尺處北側,死亡1;受傷0,普通重型-機車,121.043824,24.87791,108a1445
446,108年03月24日 16時17分00秒,臺中市南屯區鎮平里環中路四段前0.0公尺,死亡1;受傷0,普通重型-機車,120.624252,24.134138,108a1446
447,108年03月24日 16時54分00秒,臺中市大里區瑞城里中興路一段前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.69706000000001,24.084376000000002,108a1447
448,108年03月25日 15時27分00秒,宜蘭縣宜蘭市康樂路附近 / 宜蘭縣宜蘭市舊城東路附近,死亡1;受傷0,自用-小客車;行人-人,121.75578,24.755799,108a1448
449,108年03月25日 16時48分00秒,嘉義縣東石鄉掌潭村台61線平面側車道268.2公里處,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.16319399999999,23.415933,108a1449
450,108年03月25日 19時52分00秒,高雄市大樹區竹寮路竹寮0011燈號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.42698899999999,22.662309,108a1450
451,108年03月26日 06時46分00秒,臺北市信義區基隆路2段 / 臺北市信義區嘉興街,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車;普通重型-機車,121.555994,25.027301,108a1451
452,108年03月26日 15時31分00秒,高雄市湖內區中山路1段603之2號前0.0公尺,死亡1;受傷0,普通重型-機車,120.239193,22.895506,108a1452
453,108年03月27日 03時54分00秒,新北市板橋區臺65線道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.437265,24.978282,108a1453
454,108年03月27日 06時23分00秒,新北市三重區環河北路 / 新北市三重區龍門路,死亡1;受傷0,普通重型-機車;自用-小客車,121.49082299999999,25.090759,108a1454
455,108年03月27日 13時10分00秒,臺中市大甲區頂店里經國路1692號前0.0公尺,死亡1;受傷0,普通重型-機車,120.64353100000001,24.368922,108a1455
456,108年03月27日 14時02分00秒,高雄市大寮區鳳屏一路112號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.38490300000001,22.631097,108a1456
457,108年03月27日 14時30分32秒,宜蘭縣礁溪鄉大忠路前0.0公尺,死亡1;受傷4,自用-小客車;自用-大貨車;乘客-人;乘客-人;乘客-人,121.760551,24.822869,108a1457
458,108年03月27日 18時45分00秒,臺中市沙鹿區竹林里三民路73號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.570073,24.240270000000002,108a1458
459,108年03月27日 19時20分00秒,高雄市苓雅區成功一路78號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;其他車-其他車;普通重型-機車;普通重型-機車,120.297928,22.613531,108a1459
460,108年03月28日 08時49分03秒,新竹縣竹東鎮中興路4段645號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),121.038,24.776927,108a1460
461,108年03月28日 11時34分00秒,臺東縣臺東市中興路路6段466號前0.0公尺南側,死亡1;受傷1,自用-小客車;腳踏自行車-慢車,121.064479,22.767826,108a1461
462,108年03月28日 12時20分00秒,臺南市安南區海尾路192號東側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;行人-人,120.187069,23.03802,108a1462
463,108年03月28日 13時40分30秒,苗栗縣造橋鄉國道1號 119公里北側向外側,死亡1;受傷1,營業用-大貨車;租賃車-小客車;自用-小客車;自用-小客車,120.861379,24.624807,108a1463
464,108年03月29日 02時50分00秒,臺中市霧峰區南柳里台74線快速公路前0.0公尺,死亡1;受傷1,自用-小客車;營業用-大貨車;乘客-人,120.688286,24.059133,108a1464
465,108年03月29日 07時20分00秒,高雄市湖內區里民族街311巷湖內342燈桿號前0.0公尺,死亡2;受傷0,普通重型-機車;營業用-曳引車;乘客-人,120.235441,22.880059,108a1465
466,108年03月29日 14時50分03秒,苗栗縣苗栗市文聖里宜春路245號,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.819479,24.591236,108a1466
467,108年03月29日 15時05分45秒,臺南市西港區縣173線 11公里西側,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.185927,23.11485,108a1467
468,108年03月29日 16時55分19秒,桃園市中壢區山東里月眉路1段口 / 桃園市中壢區山佳二路口,死亡1;受傷2,普通重型-機車;自用-小客車;自用-小客車;乘客-人,121.18115300000001,24.999810999999998,108a1468
469,108年03月29日 19時25分45秒,南投縣草屯鎮新豐里新豐路與墩煌路口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.676344,24.005284,108a1469
470,108年03月29日 19時30分00秒,桃園市八德區建國路附近 / 桃園市八德區建興街附近,死亡1;受傷4,自用-小客車;行人-人;行人-人;行人-人;行人-人;行人-人;自用-小客車;乘客-人,121.28731200000001,24.934434,108a1470
471,108年03月29日 22時37分45秒,桃園市中壢區合定路與定康路口附近,死亡1;受傷0,普通重型-機車;自用-大貨車,121.24213999999999,24.987914,108a1471
472,108年03月30日 00時10分32秒,苗栗縣銅鑼鄉台13線 42公里東側,死亡1;受傷0,普通重型-機車,120.780976,24.461724,108a1472
473,108年03月30日 00時59分00秒,彰化縣線西鄉寓埔村中央路2段 / 彰化縣線西鄉寓埔村和線路,死亡1;受傷0,自用-小客車;普通重型-機車,120.47086200000001,24.130997,108a1473
474,108年03月30日 18時35分00秒,臺東縣大武鄉台9線 438公里南側向內側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.89316399999998,22.339741,108a1474
475,108年03月30日 19時47分00秒,臺中市豐原區鎌村里鎌村路107巷160弄49號前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.73000800000001,24.232896,108a1475
476,108年03月31日 03時00分00秒,臺中市西區忠明里忠明南路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.65916599999998,24.156461,108a1476
477,108年03月31日 05時10分00秒,彰化縣彰化市下廍里永安街250號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車;自用-小貨車(含客、貨兩用),120.543975,24.089004,108a1477
478,108年03月31日 10時53分00秒,新北市泰山區新北大道5段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,121.417046,25.055666,108a1478
479,108年03月31日 14時50分39秒,桃園市蘆竹區大華街212號,死亡1;受傷1,普通重型-機車;乘客-人,121.258233,25.042879,108a1479
480,108年03月31日 18時14分00秒,臺南市新化區南170 1.8公里,死亡1;受傷0,大型重型1(550C.C.以上)-機車;自用-小貨車(含客、貨兩用),120.29988999999999,23.022685,108a1480
481,108年03月31日 21時23分00秒,高雄市苓雅區凱旋三路 / 高雄市苓雅區英祥街,死亡1;受傷0,自用-小客車;普通重型-機車,120.326558,22.617219,108a1481
482,108年04月01日 05時18分00秒,桃園市桃園區中正路與南平路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.297751,25.017910999999998,108a1482
483,108年04月01日 10時31分00秒,桃園市平鎮區福龍路一段金泉幹27號電桿附近,死亡1;受傷0,普通重型-機車,121.226525,24.896404,108a1483
484,108年04月01日 10時39分00秒,臺北市中山區民權東路3段75巷2弄前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.543627,25.062918,108a1484
485,108年04月01日 18時55分40秒,苗栗縣後龍鎮東明里頂浮尾38之29號前,死亡1;受傷1,普通重型-機車;行人-人,120.81371299999999,24.632806,108a1485
486,108年04月01日 19時10分00秒,臺南市新化區山脚里省道臺19甲線口 / 臺南市新化區無名道路口,死亡1;受傷2,自用-小客車;農耕用車(或機械)-其他車;乘客-人,120.309322,23.013679999999997,108a1486
487,108年04月01日 19時35分10秒,屏東縣滿州鄉新庄路150-1號前,死亡1;受傷0,普通重型-機車;自用-小客車,120.83445400000001,22.011364,108a1487
488,108年04月02日 04時45分00秒,彰化縣埔鹽鄉南港村柳橋路4段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.50054399999999,23.994274,108a1488
489,108年04月02日 10時22分44秒,花蓮縣吉安鄉南濱路1段口 / 花蓮縣吉安鄉海岸路,死亡1;受傷0,營業用-曳引車;腳踏自行車-慢車,121.59166699999999,23.92709,108a1489
490,108年04月02日 20時35分38秒,苗栗縣通霄鎮國道3號 143公里250.0公尺處南側向外側,死亡2;受傷0,自用-小客車;營業用-大貨車;營業用-大貨車;乘客-人,120.70365100000001,24.489705999999998,108a1490
491,108年04月03日 03時26分00秒,臺南市白河區縣165線 10公里500.0公尺處北側向路肩,死亡1;受傷0,自用-小客車,120.427218,23.36825,108a1491
492,108年04月03日 06時18分00秒,高雄市彌陀區中正南路 / 高雄市彌陀區四維路,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.25851499999999,22.769816,108a1492
493,108年04月03日 19時37分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里太平路1段,死亡1;受傷1,大型重型2(250-550C.C.)-機車;行人-人;自用-小客車,120.37843600000001,23.899396,108a1493
494,108年04月03日 20時01分00秒,彰化縣二林鎮北平里仁愛路350號前0.0公尺前,死亡1;受傷1,行人-人;普通重型-機車,120.37205900000001,23.903619,108a1494
495,108年04月03日 20時39分00秒,桃園市觀音區大觀路三段,死亡1;受傷0,普通重型-機車,121.12512,25.036985,108a1495
496,108年04月04日 16時25分00秒,臺中市清水區下湳里福圳街一段前0.0公尺,死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,120.593878,24.289070000000002,108a1496
497,108年04月05日 05時01分30秒,新竹市北區育英路與中山路431巷,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人;其他人-人;其他人-人,120.958128,24.799386,108a1497
498,108年04月05日 07時34分00秒,彰化縣大城鄉東城村東平路前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.326695,23.860868,108a1498
499,108年04月05日 14時17分00秒,嘉義縣朴子市溪口里縣道157線與鄉道嘉46線(口),死亡1;受傷1,腳踏自行車-慢車;自用-小客車,120.27878100000001,23.481178,108a1499
500,108年04月05日 15時45分00秒,彰化縣芳苑鄉漢寶村大同路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.362743,24.004279999999998,108a1500
501,108年04月05日 16時23分49秒,苗栗縣獅潭鄉台3線 121公里500.0公尺處北側向外側,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用),120.91741,24.53104,108a1501
502,108年04月05日 19時20分00秒,高雄市內門區台3省道392公里號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.483197,22.892938,108a1502
503,108年04月05日 20時37分00秒,高雄市路竹區延平路631號前0.0公尺前,死亡1;受傷0,自用-小客車;行人-人,120.2461,22.85737,108a1503
504,108年04月06日 00時05分00秒,新北市泰山區新五路 / 新北市泰山區楓江路,死亡1;受傷0,普通重型-機車,121.44111000000001,25.060823000000003,108a1504
505,108年04月06日 02時40分00秒,雲林縣大埤鄉雲180線松東31號前,死亡1;受傷0,普通重型-機車,120.442388,23.631972,108a1505
506,108年04月06日 05時57分00秒,彰化縣線西鄉德興村線東路2段101號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.479997,24.129397,108a1506
507,108年04月06日 11時33分00秒,臺中市烏日區溪壩里溪南路一段前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車,120.64416499999999,24.085898,108a1507
508,108年04月07日 00時16分00秒,屏東縣長治鄉中興路長治國中前,死亡1;受傷0,普通重型-機車,120.544243,22.693538,108a1508
509,108年04月07日 04時30分40秒,新竹縣關西鎮國道3號 84公里600.0公尺處南側向中內,死亡1;受傷6,營業用-曳引車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,121.14761100000001,24.806704999999997,108a1509
510,108年04月07日 08時55分00秒,嘉義市東區安業里吳鳳南路110號前0.0公尺,死亡1;受傷0,自用-半聯結車;普通重型-機車,120.4546,23.46588,108a1510
511,108年04月07日 15時24分00秒,新北市新莊區中正路 / 新北市新莊區化成路,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.452619,25.036297,108a1511
512,108年04月07日 17時45分00秒,新北市中和區新北環快道路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.47960400000001,25.042442,108a1512
513,108年04月07日 19時31分00秒,臺東縣臺東市台11線173.5公里附近(臺東市知本路二段88號前),死亡1;受傷0,自用-小客車;行人-人,121.076701,22.714419,108a1513
514,108年04月07日 19時54分00秒,臺北市萬華區西園路2段 / 臺北市萬華區莒光路,死亡1;受傷0,普通重型-機車,121.496867,25.031131,108a1514
515,108年04月08日 06時06分00秒,新北市新莊區中正路 / 新北市新莊區中正路,死亡1;受傷0,營業用-大貨車;行人-人,121.419979,25.027256,108a1515
516,108年04月08日 10時14分00秒,苗栗縣苗栗市聯大路苗30線008號路燈前,死亡1;受傷0,普通重型-機車,120.80031799999999,24.544269,108a1516
517,108年04月08日 13時06分00秒,高雄市三民區大裕路 / 高雄市三民區大昌一路,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.3242,22.64861,108a1517
518,108年04月08日 15時53分00秒,新北市樹林區保安地下道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.42596,24.993918,108a1518
519,108年04月08日 17時52分00秒,桃園市楊梅區水美里楊湖路1段42號前0.0公尺,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;乘客-人,121.13973200000001,24.908138,108a1519
520,108年04月09日 06時02分21秒,新竹市香山區延平路二段口 / 新竹市香山區延平路二段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.940306,24.805104999999998,108a1520
521,108年04月09日 07時40分00秒,臺南市安南區安通路5段479號,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用),120.191259,23.030082,108a1521
